sentiment,text
pos,this is a very fine movie -- go see it .
pos,"an unsettling , memorable cinematic experience that does its predecessors proud ."
pos,"the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture ."
pos,"the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world ."
neg,"[swimfan] falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting ."
pos,"run , don't walk , to see this barbed and bracing comedy on the big screen ."
neg,"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump ."
pos,os universos de chuck barris e charlie kaufman são complementares . e igualmente fascinantes .
pos,"it's a good film -- not a classic , but odd , entertaining and authentic ."
neg,guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .
neg,"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound ."
neg,"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy ."
pos,"a cultural wildcard experience : wacky , different , unusual , even nutty ."
pos,"this road movie gives you emotional whiplash , and you'll be glad you went along for the ride ."
pos,"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle ."
pos,"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency ."
pos,"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it ."
neg,"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic ."
neg,a frustrating combination of strained humor and heavy-handed sentimentality .
pos,about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .
neg,"violent , vulgar and forgettably entertaining ."
neg,as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit . ' the filmmakers might want to look it up .
neg,comedy troupe broken lizard's first movie is very funny but too concerned with giving us a plot .
neg,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them ."
neg,"at the very least , if you don't know anything about derrida when you walk into the theater , you won't know much more when you leave ."
pos,"the film is all a little lit crit 101 , but it's extremely well played and often very funny ."
pos,"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land ."
pos,"it's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona ."
neg,"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff ."
pos,a portrait of hell so shattering it's impossible to shake .
pos,offers that rare combination of entertainment and education .
pos,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .
neg,holden caulfield did it better .
neg,the concept behind kung pow : enter the fist is hilarious . it's too bad nothing else is .
pos,a thought-provoking and often-funny drama about isolation .
neg,all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling .
pos,it's technically sumptuous but also almost wildly alive .
neg,a rehash of every gangster movie from the past decade .
neg,some decent actors inflict big damage upon their reputations .
pos,nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .
pos,"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond ."
neg,"what's most offensive isn't the waste of a good cast , but the film's denial of sincere grief and mourning in favor of bogus spiritualism ."
neg,"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast ."
pos,"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be ."
pos,steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .
pos,"a few artsy flourishes aside , narc is as gritty as a movie gets these days ."
neg,"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low ."
neg,"it's clear the filmmakers weren't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination ."
pos,"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament ."
pos,a fanciful drama about napoleon's last years and his surprising discovery of love and humility .
pos,"best indie of the year , so far ."
pos,"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting ."
neg,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break ."
pos,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion ."
neg,"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard ."
pos,"'aunque recurre a ciertos clichés del género , la poderosa actuación de robin williams perdona las fallas del guión . "
pos,"el peso de un líquido incoloro , el peso del líquido vital , del amor como elemento de vida , y de muerte . . ."
neg,ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substanc
pos,"[sports] admirable energy , full-bodied characterizations and narrative urgency ."
pos,"[grant's] bumbling magic takes over the film , and it turns out to be another winning star vehicle ."
pos,"this one is not nearly as dreadful as expected . in fact , it's quite fun in places ."
neg,"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats ."
neg,lame sweet home leaves no southern stereotype unturned .
pos,the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .
pos,otto-sallies has a real filmmaker's eye .
neg,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .
neg,burns never really harnesses to full effect the energetic cast .
neg,aspires for the piquant but only really achieves a sort of ridiculous sourness .
pos,"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers ."
neg,it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .
neg,eight legged freaks won't join the pantheon of great monster/science fiction flicks that we have come to love . . .
neg,crikey indeed .
neg,"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script ."
neg," . . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks ."
neg,the movie eventually snaps under the strain of its plot contrivances and its need to reassure .
neg,"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story ."
neg,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .
pos,"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together ."
neg,"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ."
neg,godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess . . . in praise of love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating .
pos,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined ."
pos,"it ain't art , by a long shot , but unlike last year's lame musketeer , this dumas adaptation entertains ."
neg,"its and pieces of the hot chick are so hilarious , and schneider's performance is so fine , it's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess ."
neg,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos ."
pos,the difference between cho and most comics is that her confidence in her material is merited .
pos,a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .
pos,"if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids ."
neg,"lillard and cardellini earn their scooby snacks , but not anyone else ."
neg,"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante ."
neg,the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .
pos,a film with contemporary political resonance illustrated by a winning family story .
neg,moderately involving despite bargain-basement photography and hackneyed romance .
pos,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
neg,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising ."
neg,"is there a group of more self-absorbed women than the mother and daughters featured in this film ? i don't think so . nothing wrong with performances here , but the whiney characters bugged me ."
pos,"even when it drags , we are forced to reflect that its visual imagination is breathtakin"
pos,"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture ."
neg,"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special ."
neg,audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones .
pos,"the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet ."
pos,"at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two ."
pos,a great companion piece to other napoleon films .
pos,a good documentary can make interesting a subject you thought would leave you cold . a case in point : doug pray's scratch .
neg,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine ."
pos,"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol ."
pos,family fare .
neg,"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check ."
neg,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .
neg,the film is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film .
pos,gets under the skin of a man who has just lost his wife .
pos,some movies are like a tasty hors-d'oeuvre ; this one is a feast .
neg,you'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy .
pos,"by and large this is mr . kilmer's movie , and it's his strongest performance since the doors ."
pos,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance ."
neg,fear dot com is so rambling and disconnected it never builds any suspense .
pos,"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance ."
pos,"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit ."
pos,one of the very best movies ever made about the life of moviemaking .
neg,"in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds . right now , they're merely signposts marking the slow , lingering death of imagination ."
neg,most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .
neg,the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects .
neg,what we get . . . is caddyshack crossed with the loyal order of raccoons .
pos,"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone ."
neg,"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking ."
pos,"demonstrates the unusual power of thoughtful , subjective filmmaking ."
pos,a tasty slice of droll whimsy .
neg,has the feel of an unedited personal journal .
pos,thoroughly enjoyable .
pos,the beauty of the piece is that it counts heart as important as humor .
neg,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling ."
pos,"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up ."
neg,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom ."
pos,"a funny , triumphant , and moving documentary ."
neg,"so much facile technique , such cute ideas , so little movie ."
neg,deserving of its critical backlash and more .
neg,"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem ."
neg,would that greengrass had gone a tad less for grit and a lot more for intelligibility .
neg,"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés ."
neg,"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness ."
pos,"mike white's deft combination of serious subject matter and dark , funny humor make "" "" the good girl "" a film worth watching ."
pos,"one of the most haunting , viciously honest coming-of-age films in recent memory ."
neg,the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .
neg, . . . one resurrection too many .
neg,"there are plenty of scenes in frida that do work , but rarely do they involve the title character herself ."
neg,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .
pos,an hour and a half of joyful solo performance .
pos,it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .
neg,"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do ."
neg,an uninspired preachy and clichéd war film .
neg,it's probably not easy to make such a worthless film . . .
neg,"in the new guy , even the bull gets recycled ."
neg,quick : who wants to see a comedy about shoddy airport security ?
pos,is this love or is it masochism ? binoche makes it interesting trying to find out .
pos,a dazzling dream of a documentary .
pos,lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child's interest and an adult's patience . but it also has many of the things that made the first one charming .
neg,both awful and appealing .
pos,"one of the most original american productions this year , you'll find yourself remembering this refreshing visit to a sunshine state ."
pos,"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s ."
neg,a rambling ensemble piece with loosely connected characters and plots that never quite gel .
pos,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics ."
neg,a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .
neg,"'men in black ii creates a new threat for the mib , but recycles the same premise ."
neg,"witless , pointless , tasteless and idiotic ."
pos,"don't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life ."
pos,energetic and boldly provocative .
pos,"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment ."
neg,"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman can't save it ."
pos,"it's a tour de force , written and directed so quietly that it's implosion rather than explosion you fear ."
pos,a woman's pic directed with resonance by ilya chaiken .
pos,"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
neg,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore ."
neg,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 ."
pos,"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation ."
neg,one of the most unpleasant things the studio has ever produced .
neg,"donovan . . . squanders his main asset , jackie chan , and fumbles the vital action sequences ."
pos,a wildly funny prison caper .
pos,"an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds ."
neg,"one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time ."
neg,"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand ."
pos,"i won't argue with anyone who calls 'slackers' dumb , insulting , or childish . . . but i laughed so much that i didn't mind ."
neg,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix ."
pos,even better than the first one !
pos,"a good film with a solid pedigree both in front of and , more specifically , behind the camera ."
pos,"exactly what its title implies : lusty , boisterous and utterly charming ."
pos,"a slick , skillful little horror film ."
neg,"the film meant well in its horse tale about freedom , but wasn't able to reach the heart because it was too overbearing ."
pos,"if you ever wanted to be an astronaut , this is the ultimate movie experience - it's informative and breathtakingly spectacular ."
pos,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie ."
pos,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory ."
neg,"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits ."
neg,"welles groupie/scholar peter bogdanovich took a long time to do it , but he's finally provided his own broadside at publishing giant william randolph hearst ."
pos,the film has several strong performances .
pos,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first orde"
pos,you won't look at religious fanatics -- or backyard sheds -- the same way again .
neg,"paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 ."
neg,admirably ambitious but self-indulgent .
pos,"for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their * * * off for an hour-and-a-half ."
pos,"the story is virtually impossible to follow here , but there's a certain style and wit to the dialogue ."
pos,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions ."
pos,a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival .
pos,"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it ."
pos,"in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep ."
neg," "" the tuxedo "" should have been the vehicle for chan that "" the mask "" was for jim carrey . alas , it's the man that makes the clothes ."
pos,both a successful adaptation and an enjoyable film in its own right .
pos," a buoyant romantic comedy about friendship , love , and the truth that we're all in this together ."
pos,duvall is strong as always .
neg,would benigni's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ?
neg,"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted ."
pos,"a highly watchable , giggly little story with a sweet edge to it ."
neg,"replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing ."
neg,"when perry fists a bull at the moore farm , it's only a matter of time before he gets the upper hand in matters of the heart ."
pos,"dark and disturbing , yet compelling to watch ."
neg,"the people in abc africa are treated as docile , mostly wordless ethnographic extras ."
neg,i hated every minute of it .
pos,"though in some ways similar to catherine breillat's fat girl , rain is the far superior film ."
neg,only in its final surprising shots does rabbit-proof fence find the authority it's looking for .
neg,"while hoffman's performance is great , the subject matter goes nowhere ."
pos,"a compassionate , moving portrait of an american ( and an america ) always reaching for something just outside his grasp ."
pos,there's no reason to miss interview with the assassi
pos,"it just may inspire a few younger moviegoers to read stevenson's book , which is a treasure in and of itself ."
pos,"compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph ."
pos,the filmmaker's heart is in the right place . . .
pos,"a delightful romantic comedy with plenty of bite . it's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones ."
pos,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids ."
pos,"it's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ."
pos,"now as a former gong show addict , i'll admit it , my only complaint is that we didn't get more re-creations of all those famous moments from the show ."
neg,"while the film shuns the glamour or glitz that an american movie might demand , scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production ."
pos,"there's an energy to y tu mamá también . much of it comes from the brave , uninhibited performances by its lead actors ."
neg,"oops , she's really done it this time . that chirpy songbird britney spears has popped up with more mindless drivel ."
pos,a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe . . . the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .
pos,"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times ."
pos,it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows . 
pos,"a tender , heartfelt family drama ."
neg,"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a bad sign . a very bad sign ."
pos,ofrece una buena oportunidad de cultura ( aunque sea condensada ) que bien vale la pena aprovechar .
pos,"a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ."
neg,"benigni's pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow ."
pos,the modern remake of dumas's story is long on narrative and ( too ) short on action .
neg,it all drags on so interminably it's like watching a miserable relationship unfold in real time .
pos,"ou've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane ."
pos,the film grows on you . and how .
neg,"this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . he's just a sad aristocrat in tattered finery , and the film seems as deflated as he does ."
pos,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .
neg,"the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience ."
pos,"a chronicle not only of one man's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign's end , an extended publicity department ."
pos,"will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look ."
pos,the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses .
pos,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry ."
neg,"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . "
neg,"god is great , the movie's not ."
neg,just a collection of this and that -- whatever fills time -- with no unified whole .
pos,"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics ."
neg,terrible .
neg,"what we have here isn't a disaster , exactly , but a very handsomely produced let-down ."
pos,it's been made with an innocent yet fervid conviction that our hollywood has all but lost .
neg,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing ."
neg,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritednes
neg,a moving picture that does not move .
pos,"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow ."
pos,"a movie that will surely be profane , politically charged music to the ears of cho's fans ."
pos,"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism ."
pos,"the story line may be 127 years old , but el crimen del padre amaro . . . couldn't be more timely in its despairing vision of corruption within the catholic establishment ."
pos,"jolting into charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ? who cares ? ) ."
neg,"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake ."
neg,"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material ."
pos,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama ."
neg,the gantzes' interviews tend to let the guys off the hook .
neg,"weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell ."
pos,the entire movie establishes a wonderfully creepy mood .
pos,"a tone of rueful compassion . . . reverberates throughout this film , whose meaning and impact is sadly heightened by current world events ."
neg,"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself ."
pos,a complex psychological drama about a father who returns to his son's home after decades away .
neg,"it doesn't quite deserve the gong , but there are more fascinating acts than "" confessions of a dangerous mind . """
pos,"a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film ."
neg,don't let your festive spirit go this far .
pos,"triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed ."
neg,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .
neg,"while howard's appreciation of brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast ."
neg,"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality ."
neg,"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating ."
pos,a lovely film for the holiday season .
neg,"formulaic to the 51st power , more like ."
pos,"young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film ."
neg,"technically , the film is about as interesting as an insurance commercial ."
neg,"doesn't offer much besides glib soullessness , raunchy language and a series of brutal set pieces . . . that raise the bar on stylized screen violence ."
neg,fear dot com is more frustrating than a modem that disconnects every 10 seconds .
pos,"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director's understanding of the expressive power of the camera ."
pos,"beautifully observed , miraculously unsentimental comedy-drama ."
pos,"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance ."
neg,any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .
pos,pray's film works well and will appeal even to those who aren't too familiar with turntablism .
neg,"ultimately , jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with ."
pos,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly .
neg,"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental ."
neg,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done s
pos,"like smoke signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodram"
pos,"see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion ."
pos,"the film has a kind of hard , cold effect ."
pos,"it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion ."
pos,interesting both as a historical study and as a tragic love story .
pos,it is refreshingly undogmatic about its characters .
pos,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear ."
neg,a fascinating but choppy documentary .
neg,it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .
neg,it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison .
pos,"while the humor is recognizably plympton , he has actually bothered to construct a real story this time ."
neg,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?"
pos,playfully profound . . . and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows .
pos,"the case is a convincing one , and should give anyone with a conscience reason to pause ."
pos,there's . . . an underlying old world sexism to monday morning that undercuts its charm .
neg,"jam-packed with literally bruising jokes . every five minutes or so , someone gets clocked ."
pos,"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ."
neg,"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this ."
neg,all analyze that proves is that there is really only one movie's worth of decent gags to be gleaned from the premise .
neg,"stephen earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition  wearing a cloak of unsentimental , straightforward text  when it's really an exercise in gross romanticization of the delusional personality type ."
neg,this is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .
neg,"william shatner , as a pompous professor , is the sole bright spot . . ."
pos,"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story ."
pos,[westbrook] makes a wonderful subject for the camera .
pos,boomers and their kids will have a barrie good time .
neg,less-than-compelling documentary of a yiddish theater clan .
neg,sheridan . . . smoothes over sources of conflict that could have lent the film a bit more depth .
pos,"wow , so who knew charles dickens could be so light-hearted ?"
neg,plays like a series of vignettes -- clips of a film that are still looking for a common through-line .
pos,"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame ."
neg,has lost some of the dramatic conviction that underlies the best of comedies . . .
neg,"although there are several truly jolting scares , there's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at ."
pos,"shanghai ghetto may not be as dramatic as roman polanski's the pianist , but its compassionate spirit soars every bit as high ."
pos,a giddy and provocative sexual romp that has something to say .
neg,"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes ."
neg,derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .
neg,"reyes' directorial debut has good things to offer , but ultimately it's undone by a sloppy scrip"
pos,"it's about individual moments of mood , and an aimlessness that's actually sort of amazing ."
pos,lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it .
pos,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not ."
pos,there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .
neg,"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard ."
neg,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .
pos,"davis' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort ."
pos,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid ."
pos,tender yet lacerating and darkly funny fable .
neg,"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire ."
neg,"the whole thing's fairly lame , making it par for the course for disney sequels ."
neg,the latest vapid actor's exercise to appropriate the structure of arthur schnitzler's reigen .
