text,sentiment,n_pos_words,n_neg_words
a very charming and funny movie .,pos,1,0
several degrees shy of the gross-out contests one expects from current teen fare .,pos,0,0
there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television .,neg,0,0
"but tongue-in-cheek preposterousness has always been part of for the most part wilde's droll whimsy helps "" being earnest "" overcome its weaknesses and parker's creative interference . . .",pos,1,0
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",pos,0,0
"'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . ",neg,0,0
observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .,neg,0,0
"without shakespeare's eloquent language , the update is dreary and sluggish .",neg,0,0
"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .",neg,0,0
"droll caper-comedy remake of "" big deal on madonna street "" that's a sly , amusing , laugh-filled little gem in which the ultimate "" bellini "" begins to look like a "" real kaputschnik . """,pos,0,0
"viewers of "" the ring "" are more likely to remember the haunting images than the plot holes .",pos,0,0
"collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its attitude and its obliviousness .",neg,0,0
"as a vehicle to savour binoche's skill , the film is well worthwhile .",pos,0,0
"this isn't a terrible film by any means , but it's also far from being a realized work .",neg,0,1
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . but they lack their idol's energy and passion for detail .,neg,0,0
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",pos,1,0
a processed comedy chop suey .,neg,0,0
the amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others .,pos,1,0
"for its 100 minutes running time , you'll wait in vain for a movie to happen .",neg,0,0
one of the best movies of the year .,pos,1,0
"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",pos,1,0
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",neg,0,0
"amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way .",neg,0,0
too clever by about nine-tenths .,neg,0,0
not once does it come close to being exciting .,neg,1,0
"although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .",pos,2,0
there's not a fresh idea at the core of this tale .,neg,0,0
"it is a testament of quiet endurance , of common concern , of reconciled survival .",pos,0,0
"being unique doesn't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",neg,1,0
"what could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",pos,0,0
"you might want to take a reality check before you pay the full ticket price to see "" simone , "" and consider a dvd rental instead .",pos,0,0
"terrific performances , great to look at , and funny . a little uneven to be the cat's meow , but it's good enough to be the purr .",pos,2,0
photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,pos,0,0
"what you get with empire is a movie you've seen many times before , repackaged as new material because there is a latino in the lead .",neg,0,0
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,pos,1,0
it's loud and boring ; watching it is like being trapped at a bad rock concert .,neg,0,2
"although it lacks the detail of the book , the film does pack some serious suspense .",pos,0,0
[a] stale retread of the '53 original .,neg,0,0
"an absurdist comedy about alienation , separation and loss .",pos,0,0
devoid of any of the qualities that made the first film so special .,neg,0,0
"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",pos,0,0
the fast runner' transports the viewer into an unusual spac,pos,0,0
"cacoyannis' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",neg,0,0
"as written by michael berg and michael j . wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",neg,0,0
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",neg,0,0
an idealistic love story that brings out the latent 15-year-old romantic in everyone .,pos,1,0
"one big blustery movie where nothing really happens . when it comes out on video , then it's the perfect cure for insomnia .",neg,1,0
"if you're part of her targeted audience , you'll cheer . otherwise , maybe .",pos,0,0
"how on earth , or anywhere else , did director ron underwood manage to blow $100 million on this ?",neg,0,0
" "" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",pos,7,0
there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film . it's makes a better travelogue than movie .,neg,0,0
"wilco fans will have a great time , and the movie should win the band a few new converts , too .",pos,1,0
escapism in its purest form .,pos,0,0
"this is pure , exciting moviemaking . you won't exactly know what's happening but you'll be blissfully exhausted .",pos,1,0
an awful snooze .,neg,0,0
feral and uncomfortable .,pos,0,0
the film is impressive for the sights and sounds of the wondrous beats the world has to offer .,pos,1,0
"see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles .",pos,0,0
" . . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",pos,0,0
"for devotees of french cinema , safe conduct is so rich with period minutiae it's like dying and going to celluloid heaven .",pos,0,0
"satin rouge is not a new , or inventive , journey , but it's encouraging to see a three-dimensional , average , middle-aged woman's experience of self-discovery handled with such sensitivity .",pos,0,0
the movie is essentially a series of fleetingly interesting actors' moments .,neg,0,0
the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,neg,0,0
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",pos,2,0
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",neg,1,0
yet another weepy southern bore-athon .,neg,0,0
"a good music documentary , probably one of the best since the last waltz .",pos,2,0
never once predictable .,pos,0,0
if this story must be told and retold -- and indeed it must -- then the grey zone is to be lauded for finding a new and ingenious angle .,pos,0,0
"this is no "" waterboy ! """,neg,0,0
this is one of those war movies that focuses on human interaction rather than battle and action sequences . . . and it's all the stronger because of it .,pos,0,0
this is a superior horror flick .,pos,0,0
a riveting documentary .,pos,0,0
"it is a comedy that's not very funny and an action movie that is not very thrilling ( and an uneasy alliance , at that ) .",neg,0,0
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .",pos,1,0
allen shows he can outgag any of those young whippersnappers making moving pictures today .,pos,0,0
"yes , it's as good as you remember . in fact , even better .",pos,1,0
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",neg,0,2
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",neg,0,1
"a film really has to be exceptional to justify a three hour running time , and this isn't .",neg,0,0
"i think it was plato who said , 'i think , therefore i know better than to rush to the theatre for this one . ",neg,0,0
"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .",neg,1,0
less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) .,pos,0,0
a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,pos,0,0
"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",pos,0,0
"like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .",pos,0,0
"manages to be original , even though it rips off many of its ideas .",pos,0,0
"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .",pos,0,0
"what's most memorable about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb .",pos,0,0
depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply .,neg,0,0
"it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's .",neg,0,0
great character interaction .,pos,1,0
looks and feels like a low-budget hybrid of scarface or carlito's way .,neg,0,0
what starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,neg,0,0
nervous breakdowns are not entertaining .,neg,0,0
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",pos,0,0
"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",pos,0,0
lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class .,pos,0,0
"when you resurrect a dead man , hard copy should come a-knocking , no ?",neg,0,0
"it's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",pos,0,0
an incoherent jumble of a film that's rarely as entertaining as it could have been .,neg,0,0
"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",pos,0,0
"[i]f you've been to more than one indie flick in your life , chances are you've already seen this kind of thing .",neg,0,0
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",pos,0,0
"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama .",neg,0,0
"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . he fails .",neg,0,1
real-life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders .,neg,0,0
this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference .,neg,0,0
"feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful , half-naked women .",neg,1,0
"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",neg,0,0
daughter from danang sticks with its subjects a little longer and tells a deeper stor,pos,0,0
"morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull , lifeless , and irritating .",neg,0,0
"hip-hop has a history , and it's a metaphor for this love story .",pos,1,0
"i suspect that you'll be as bored watching morvern callar as the characters are in it . if you go , pack your knitting needles .",neg,0,0
there is more than one joke about putting the toilet seat down . and that should tell you everything you need to know about all the queen's men .,neg,0,0
"instead of accurately accounting a terrible true story , the film's more determined to become the next texas chainsaw massacre . but what about the countless other people who'd merely like to watch a solid tale about a universally interesting soul ?",neg,0,1
the solid filmmaking and convincing characters makes this a high water mark for this genre .,pos,0,0
"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .",pos,0,0
a flawed but engrossing thriller .,pos,0,0
"a guilty pleasure at best , and not worth seeing unless you want to laugh at it .",neg,1,0
"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .",neg,0,0
"muddled , melodramatic paranormal romance is an all-time low for kevin costner .",neg,0,0
"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane .",pos,0,0
"standing by yourself is haunting . . . [it's] what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .",pos,0,0
"first , for a movie that tries to be smart , it's kinda dumb . and second , what's with all the shooting ?",neg,0,1
"going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy , but it's worth it , even if it does take 3 hours to get through .",pos,0,0
about as big a crowdpleaser as they possibly come .,pos,0,0
ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious .,pos,0,0
schnitzler does a fine job contrasting the sleekness of the film's present with the playful paranoia of the film's past .,pos,0,0
"life or something like it has its share of high points , but it misses too many opportunities .",neg,0,0
the only thing i laughed at were the people who paid to see it .,neg,0,0
the script is a dim-witted pairing of teen-speak and animal gibberish .,neg,0,0
disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,neg,0,0
"the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .",pos,0,0
if you're a fan of the series you'll love it and probably want to see it twice . i will be .,pos,1,0
"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",pos,1,0
"beers , who , when she's given the right lines , can charm the paint off the wall . . . [but] the script goes wrong at several key junctures .",neg,0,0
"take away the controversy , and it's not much more watchable than a mexican soap opera .",neg,0,0
"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",pos,0,0
"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .",pos,0,0
"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",pos,0,0
"shunji iwai's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan .",neg,0,0
brave and sweetly rendered love story .,pos,1,0
the dangerous lives of altar boys' take on adolescence feels painfully true .,pos,0,0
"though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",pos,1,0
"sinks into the usual cafeteria goulash of fart jokes , masturbation jokes , and racist japanese jokes .",neg,0,0
"too slow , too long and too little happens .",neg,0,0
that such a horrible movie could have sprung from such a great one is one of the year's worst cinematic tragedies .,neg,1,1
a marvelous performance by allison lohman as an identity-seeking foster child .,pos,0,0
"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",pos,1,0
"there's an audience for it , but it could have been funnier and more innocent .",neg,0,0
"with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris , not to mention sept . 11 , its difficult these days to appreciate fire's bright side .",neg,0,0
"a perplexing example of promise unfulfilled , despite many charming moments .",neg,1,0
"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",pos,0,0
"like life on the island , the movie grows boring despite the scenery .",neg,0,1
"one of the smarter offerings the horror genre has produced in recent memory , even if it's far tamer than advertised .",pos,0,0
"for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .",pos,0,0
"as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair .",pos,0,0
an encouraging effort from mccrudde,neg,0,0
"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral .",neg,0,0
"lan yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree .",pos,1,0
"upsetting and thought-provoking , the film has an odd purity that doesn't bring you into the characters so much as it has you study them .",pos,0,0
"a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",neg,0,0
sex is one of those films that aims to confuse .,pos,0,0
leigh succeeds in delivering a dramatic slap in the face that's simultaneously painful and refreshing .,pos,0,0
"feels like one of those contrived , only-in -hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",neg,0,0
it treats women like idiots .,neg,0,0
the film is so bad it doesn't improve upon the experience of staring at a blank screen .,neg,0,1
"no aspirations to social import inform the movie version . this is a shameless sham , calculated to cash in on the popularity of its stars .",neg,0,0
"a rip-off twice removed , modeled after [seagal's] earlier copycat under siege , sometimes referred to as die hard on a boat .",neg,0,0
"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",neg,0,0
the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann .,pos,0,0
"my oh my , is this an invigorating , electric movie .",pos,0,0
adam sandler's eight crazy nights grows on you -- like a rash .,neg,0,0
how much you are moved by the emotional tumult of [françois and michèle's] relationship depends a lot on how interesting and likable you find them .,neg,0,0
"a crisp psychological drama [and] a fascinating little thriller that would have been perfect for an old "" twilight zone "" episode .",pos,1,0
imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring .,neg,0,0
"a timely look back at civil disobedience , anti-war movements and the power of strong voices .",pos,0,0
"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",pos,0,0
"an elegant , exquisitely modulated psychological thriller .",pos,0,0
"it's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer's face and asks to be seen as hip , winking social commentary .",neg,0,0
scott delivers a terrific performance in this fascinating portrait of a modern lothario .,pos,0,0
more precious than perspicaciou,neg,0,0
consistently clever and suspenseful .,pos,0,0
"just about everyone involved here seems to be coasting . there are a few modest laughs , but certainly no thrills .",neg,0,0
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years .",pos,1,0
whether quitting will prove absorbing to american audiences is debatable .,neg,0,0
"as improbable as this premise may seem , abbass's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .",pos,0,0
"an ambitious , guilt-suffused melodrama crippled by poor casting .",neg,0,1
a marvel of production design .,pos,0,0
"the climactic events are so well realized that you may forget all about the original conflict , just like the movie doe",pos,0,0
"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .",pos,0,0
"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film .",neg,0,0
"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes .",neg,1,0
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed .",pos,0,0
you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus .,neg,1,0
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,neg,1,0
the drama discloses almost nothing .,neg,0,0
a hypnotic cyber hymn and a cruel story of youth culture .,pos,0,1
"the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .",pos,0,0
"about schmidt belongs to nicholson . gone are the flamboyant mannerisms that are the trademark of several of his performances . as schmidt , nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .",pos,0,0
a feeble tootsie knockoff .,neg,0,0
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,pos,0,0
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",pos,1,0
[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,pos,0,0
"i know i shouldn't have laughed , but hey , those farts got to my inner nine-year-old .",pos,0,0
[an] hilarious romantic comedy .,pos,0,0
hollywood ending is the most disappointing woody allen movie ever . he has a great cast and a great idea . but the execution is a flop with the exception of about six gags that really work .,neg,2,0
"dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",pos,1,0
" "" white oleander , "" the movie , is akin to a reader's digest condensed version of the source material .",pos,0,0
"a subtle , poignant picture of goodness that is flawed , compromised and sad .",pos,0,0
"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy .",pos,0,1
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss , there isn't a redeeming moment here .",neg,0,0
labute's careful handling makes the material seem genuine rather than pandering .,pos,0,0
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",pos,1,0
 . . . irritating soul-searching garbage .,neg,0,0
"mana gives us compelling , damaged characters who we want to help -- or hurt .",pos,0,0
does an impressive job of relating the complicated history of the war and of filling in the background .,pos,1,0
"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .",neg,0,0
too close to phantom menace for comfort .,neg,0,0
a tremendous piece of work .,pos,0,0
"although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",pos,0,0
"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .",pos,0,0
"could have been crisper and punchier , but it's likely to please audiences who like movies that demand four hankies .",pos,0,0
an endearingly offbeat romantic comedy with a great meet-cute gimmick .,pos,1,0
not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters .,pos,0,0
"each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .",neg,0,0
"there is an almost poignant dimension to the way that every major stunt seagal's character . . . performs is shot from behind , as if it could fool us into thinking that we're not watching a double .",neg,0,0
count on his movie to work at the back of your neck long after you leave the theater .,pos,0,0
the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .,neg,0,0
"ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .",neg,0,0
an indispensable peek at the art and the agony of making people laugh .,pos,0,0
"at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career shines like a lonely beacon .",pos,0,0
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history .",pos,0,0
"i admired it , particularly that unexpected downer of an ending .",pos,0,0
"when mr . hundert tells us in his narration that 'this is a story without surprises , ' we nod in agreement .",neg,0,0
rarely has a film's title served such dire warning .,neg,0,0
"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",neg,0,0
"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . .",pos,0,0
"fun , flip and terribly hip bit of cinematic entertainment .",pos,1,0
this is a very fine movie -- go see it .,pos,0,0
"an unsettling , memorable cinematic experience that does its predecessors proud .",pos,0,0
"the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",pos,0,0
"the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world .",pos,0,0
"[swimfan] falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",neg,0,0
"run , don't walk , to see this barbed and bracing comedy on the big screen .",pos,0,0
"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump .",neg,0,0
os universos de chuck barris e charlie kaufman são complementares . e igualmente fascinantes .,pos,0,0
"it's a good film -- not a classic , but odd , entertaining and authentic .",pos,1,0
guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .,neg,0,0
"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",neg,0,0
"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy .",neg,0,1
"a cultural wildcard experience : wacky , different , unusual , even nutty .",pos,0,0
"this road movie gives you emotional whiplash , and you'll be glad you went along for the ride .",pos,0,0
"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle .",pos,1,0
"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency .",pos,0,0
"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it .",pos,0,0
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .",neg,0,0
a frustrating combination of strained humor and heavy-handed sentimentality .,neg,0,0
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,pos,0,0
"violent , vulgar and forgettably entertaining .",neg,0,0
as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit . ' the filmmakers might want to look it up .,neg,0,0
comedy troupe broken lizard's first movie is very funny but too concerned with giving us a plot .,neg,0,0
"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",neg,0,0
"at the very least , if you don't know anything about derrida when you walk into the theater , you won't know much more when you leave .",neg,0,0
"the film is all a little lit crit 101 , but it's extremely well played and often very funny .",pos,0,0
"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land .",pos,0,0
"it's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",pos,1,0
"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",neg,0,0
a portrait of hell so shattering it's impossible to shake .,pos,0,0
offers that rare combination of entertainment and education .,pos,0,0
effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,pos,0,0
holden caulfield did it better .,neg,0,0
the concept behind kung pow : enter the fist is hilarious . it's too bad nothing else is .,neg,0,1
a thought-provoking and often-funny drama about isolation .,pos,0,0
all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling .,neg,0,0
it's technically sumptuous but also almost wildly alive .,pos,0,0
a rehash of every gangster movie from the past decade .,neg,0,0
some decent actors inflict big damage upon their reputations .,neg,0,0
nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .,pos,0,0
"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond .",pos,1,1
"what's most offensive isn't the waste of a good cast , but the film's denial of sincere grief and mourning in favor of bogus spiritualism .",neg,1,1
"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",neg,0,0
"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",pos,0,0
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,pos,0,0
"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",pos,0,0
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",neg,0,0
"it's clear the filmmakers weren't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .",neg,0,0
"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament .",pos,0,0
a fanciful drama about napoleon's last years and his surprising discovery of love and humility .,pos,1,0
"best indie of the year , so far .",pos,1,0
"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",pos,0,0
"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .",neg,0,0
"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",pos,0,0
"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard .",neg,0,0
"'aunque recurre a ciertos clichés del género , la poderosa actuación de robin williams perdona las fallas del guión . ",pos,0,0
"el peso de un líquido incoloro , el peso del líquido vital , del amor como elemento de vida , y de muerte . . .",pos,0,0
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substanc,neg,0,0
"[sports] admirable energy , full-bodied characterizations and narrative urgency .",pos,0,0
"[grant's] bumbling magic takes over the film , and it turns out to be another winning star vehicle .",pos,0,0
"this one is not nearly as dreadful as expected . in fact , it's quite fun in places .",pos,1,0
"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats .",neg,0,0
lame sweet home leaves no southern stereotype unturned .,neg,0,0
the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .,pos,0,0
otto-sallies has a real filmmaker's eye .,pos,0,0
resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,neg,0,2
burns never really harnesses to full effect the energetic cast .,neg,0,0
aspires for the piquant but only really achieves a sort of ridiculous sourness .,neg,0,1
"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",pos,0,0
it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,neg,0,0
eight legged freaks won't join the pantheon of great monster/science fiction flicks that we have come to love . . .,neg,2,0
crikey indeed .,neg,0,0
"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",neg,0,2
" . . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks .",neg,0,0
the movie eventually snaps under the strain of its plot contrivances and its need to reassure .,neg,0,0
"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story .",neg,0,0
vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,neg,0,0
"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",pos,0,0
"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",neg,0,0
godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess . . . in praise of love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating .,neg,1,0
